HIP,RAJ2000,DEJ2000,distance,x,y,z,Vmag_viz
63,0.1817499999999999,45.25333333333333,207.9002079002079,195.35773793869515,35.90246498975542,61.39107166425073,6.36
88,0.2691666666666666,-48.809861111111104,167.50418760469012,160.40302967479275,44.24896903831504,19.24966688805336,5.71
122,0.3993749999999999,-77.06530555555554,67.70480704129993,-62.08780208237376,-26.204572357346027,-6.508925921245168,4.78
145,0.4559999999999999,-3.027472222222222,125.31328320802004,-12.811714409718034,-6.283847638918636,-124.49816135633536,5.13
154,0.4899583333333333,-6.013972222222222,127.22646310432569,29.85774646494303,15.924170070114146,122.64382861623983,4.37
171,0.5402083333333333,27.084499999999995,12.402331638348011,9.87371583288872,5.921394255745829,-4.611361597939481,5.8
183,0.5829583333333332,-29.72044444444444,156.25,129.43074035899923,85.34725888186642,-19.431709947222792,5.04
186,0.6007083333333333,8.956833333333332,132.45033112582783,49.283373042676345,33.767842394153384,-118.21155686700627,6.33
194,0.6239999999999999,8.485583333333333,37.69317753486619,24.68851533438614,17.774866867200924,-22.255492605467182,5.7
301,0.934875,-17.33597222222222,69.88120195667365,41.435865041257614,56.12917429774711,3.995906385942916,4.55
330,1.0569166666666665,62.28766666666666,1123.5955056179776,-285.9452475202717,-506.5789385638838,961.2907752958924,5.9
355,1.1254999999999995,-10.5095,492.61083743842374,187.60392291183433,393.0796560223494,-230.12733277737155,4.99
443,1.3339583333333331,-5.707833333333332,39.40110323089046,5.030310819561157,20.840842944932312,33.05755850353377,4.61
476,1.4247499999999995,13.396277777777776,114.28571428571428,12.272038254464361,83.43011379809234,77.13648733585322,5.55
531,1.6105416666666663,64.19616666666666,301.2048192771084,-11.714105757577467,294.5738272490189,61.752596560152554,5.57
635,1.93375,-2.548694444444444,149.47683109118086,29.653654183429275,-78.08139152354521,-123.96483422478262,6.43
664,2.050375,-2.447694444444444,307.6923076923077,90.79590034227685,-174.58217273927394,-236.54117116410706,6.18
677,2.0965416666666665,29.09083333333333,29.76190476190476,10.884836298335381,-18.75997554868834,-20.380251009929818,2.07
729,2.2597499999999995,18.212027777777774,89.52551477170994,33.87586170963019,-41.13252019222127,71.93997199892543,5.57
746,2.292041666666666,59.15022222222221,16.69727834362999,-5.6689952149543466,6.447361834908977,-14.321072680048758,2.28
761,2.337583333333333,-27.987916666666663,68.63417982155113,13.453500987686164,-13.963828123334864,-65.83817627405323,5.42
765,2.35225,-45.74699999999999,42.955326460481096,29.686966144857266,-29.922094720271303,-8.277219339350529,3.88
813,2.509083333333333,11.145805555555556,99.60159362549803,79.42849284839241,-58.21831142068606,14.90705175062255,5.54
814,2.509458333333333,-82.22399999999999,74.34944237918215,30.972498282496776,-22.683909975316922,63.67090513309653,5.29
841,2.5801666666666665,46.07227777777777,308.641975308642,-226.83610819557308,142.66580454091869,-153.1395349209309,5.01
910,2.8162916666666664,-15.46733333333333,18.889308651303363,4.265507286425051,-1.4386828775705356,-18.34507074097683,4.89
930,2.893416666666666,-27.799777777777773,178.25311942959001,78.95612212405304,-20.007472325733673,-158.55537334523325,5.41
950,2.932875,-35.13338888888888,21.810250817884405,-11.619323476173447,2.4609983554035577,-18.292672024331846,5.24
1067,3.308958333333333,15.183611111111109,102.1450459652707,-50.424586744723506,-8.519037192897155,-88.42170249535548,2.83
1086,3.378916666666666,41.03572222222222,35.00175008750438,6.592659243243279,1.594647648719274,-34.33826513042011,5.71
1168,3.650458333333333,20.20669444444444,99.9000999000999,-85.2587949348947,-47.563360631566674,21.18241184877322,4.79
1170,3.660125,-18.93269444444444,151.05740181268882,10.895256579025185,6.216993291403773,150.53564701057346,4.44
1196,3.744916666666666,8.821027777777777,80.1924619085806,-37.49018856413237,-25.831780027267275,-66.01542129690473,6.02
1319,4.141916666666666,8.240194444444443,135.50135501355012,-67.78486080730075,-105.64393911397997,-51.04104215555068,6.12
1366,4.273083333333333,38.68166666666666,77.63975155279502,-27.470799100315432,-58.4568967974616,43.08221715256503,4.61
1392,4.352083333333333,8.876333333333331,65.31678641410842,-12.005946164913494,-31.866987246264358,-55.737195551964064,6.66
1415,4.429458333333333,51.43308333333333,1754.3859649122808,-450.49963092391374,-1549.5464958204066,688.3500953071125,6.11
1473,4.582125,36.78533333333333,43.27131112072696,4.450618486902536,33.97267768549531,26.42830929265509,4.51
1501,4.675624999999999,43.79113888888888,212.31422505307856,1.482684218097274,40.31163515336411,208.4468850298818,6.1
1562,4.856999999999999,-8.823833333333333,88.80994671403198,-7.236371372303468,49.69094164251542,-73.25061012299784,3.56
1595,4.9845,16.250888888888888,169.4915254237288,-23.534878653784027,84.34467507308567,-145.11878742612814,6.6
1599,5.007958333333333,-64.87761111111111,8.592541673827117,-2.2258321051800416,7.310075493049968,-3.9294070980131055,4.23
1645,5.149416666666666,8.190249999999999,121.06537530266344,48.37086190582833,-103.54360465127823,-39.94755000599951,5.38
1647,5.162666666666666,-69.62491666666666,93.89671361502347,-19.94517386503091,41.260391283819615,81.95341956441796,5.5
1686,5.280124999999999,37.96869444444444,48.97159647404505,7.013307243514421,-10.996452680972705,47.20284748995444,5.16
1708,5.379916666666666,-28.98130555555555,95.23809523809523,38.29444897380599,-48.582347399792866,-72.41260583281688,5.18
1728,5.442625,-20.058,237.52969121140143,-148.15470132450275,165.4726259628472,84.19827040617145,5.61
1772,5.606041666666666,13.482444444444443,167.22408026755852,103.37892974843896,-83.11128603764269,101.82928870696934,6.25
1803,5.714791666666666,-12.209583333333333,20.387359836901123,6.001008516954829,-3.832871525422222,19.10344036471787,6.39
1960,6.197874999999999,61.83105555555554,234.19203747072604,-196.44961555115847,16.799952672866556,126.37729445862271,5.38
2006,6.350916666666666,1.939722222222222,181.81818181818184,169.1957464466693,11.47741431751142,-65.56614663534845,5.77
2021,6.413333333333332,-77.25502777777777,7.474958887726117,-7.110659834006548,-0.9306991709688044,-2.108868452843752,2.82
2025,6.4245416666666655,7.691222222222221,300.3003003003003,293.37583647568044,41.74898210267642,48.66119014199862,6.77
2072,6.550499999999999,-43.67991666666666,23.52387673488591,6.756457273538536,1.8503861389056109,22.456605551282696,3.93
2081,6.570291666666666,-42.3051111111111,23.730422401518744,22.630391354125923,6.68194387497042,-2.5199128090770584,2.4
2100,6.655708333333332,-0.0495277777777777,149.03129657228018,-6.872117698640554,-2.685407783168861,148.84854699119188,6.16
2210,6.982124999999999,-33.00705555555555,168.0672268907563,-128.6330403841542,-108.11317044785454,-3.4170238498814576,4.86
2213,6.993666666666666,19.51408333333333,163.3986928104575,76.38537483742181,65.71937899143144,128.6288091684496,6.4
2219,7.011833333333333,17.89308333333333,150.37593984962405,-91.67901715887615,-81.82221463592357,86.67759970438209,5.01
2224,7.052874999999999,16.44511111111111,341.296928327645,-164.74730839896077,-159.6510865748624,-252.6923984148497,6.05
2353,7.509791666666666,-3.957305555555555,261.78010471204186,64.32578024177892,179.45129269796715,-179.41084350830772,5.72
2355,7.530583333333332,29.75169444444444,56.75368898978434,-17.957113516733,-53.57690807017634,-5.295111871925521,5.2
2472,7.853583333333332,-48.80355555555555,52.71481286241435,0.020872035937278897,52.40271462587378,5.727701049872936,4.76
2474,7.854999999999999,66.51963888888888,219.78021978021977,0.11625888979331941,-114.16214474058974,-187.8039834474788,6.18
2484,7.8856666666666655,-62.95808333333333,42.82655246252676,0.17080639484460622,-5.388955498732497,42.485804448471,4.36
2487,7.8889999999999985,-62.96544444444444,52.77044854881267,0.24608421522456891,-7.024417328560852,52.3002604562933,4.53
2505,7.942999999999999,54.52233333333333,108.69565217391305,8.677731512198099,-97.2248561655459,-47.82017483137638,4.74
2548,8.098958333333332,6.955444444444444,80.90614886731392,-12.219994007354211,48.88038398558877,63.30232801739273,5.69
2568,8.147499999999999,20.29444444444444,78.80220646178093,-22.61872745595819,74.83486914362418,9.895618817177361,5.38
2578,8.182458333333333,-63.03138888888888,46.468401486988846,2.971387788258625,-8.718253710556098,45.54640758178574,5.07
2599,8.249958333333332,62.93177777777777,1265.8227848101264,-48.706076084476926,116.50533423661852,1259.5084548312213,4.17
2629,8.346791666666666,-71.26622222222221,150.37593984962405,59.493658791929754,-110.78830302598858,-82.4583516802811,6.11
2707,8.603708333333332,66.7503611111111,173.3102253032929,82.7981381706554,-88.92640351505115,-123.58396849118212,6.47
2762,8.810999999999998,-3.59275,21.04820037886761,-7.502134116972014,5.285682793528807,-18.942182563952883,5.2
2787,8.886458333333332,-0.5054722222222221,55.648302726766836,23.135115056934637,-13.815082188063752,48.689254993369175,5.94
2802,8.921375,-48.00066666666666,36.218761318362915,-24.386935265505443,13.430599757882803,-23.166679734829227,5.51
2903,9.197124999999998,15.231749999999998,262.4671916010499,-117.21505078639841,27.155094344301734,-233.26435515791164,5.89
2912,9.220166666666666,33.719361111111105,201.2072434607646,-146.45973605648828,30.392641894141885,-134.57409800566245,4.34
2920,9.242791666666664,53.89694444444444,183.15018315018315,84.75103477832002,-15.596083720179454,-161.61068610875574,3.69
2994,9.519041666666665,-0.5035,224.21524663677133,107.7022613342768,10.182591804101218,196.38995532364274,6.64
3031,9.639583333333333,29.312361111111105,51.70630816959669,43.51639202095257,9.494028384620002,-26.262698929091556,4.34
3092,9.831666666666663,30.861222222222217,31.06554830692762,15.026127226698907,6.475316549682167,26.4074623498458,3.27
3093,9.842041666666663,21.25136111111111,11.107408641563923,-6.845400071429007,-3.034528602553238,-8.204063673147287,5.88
3138,9.981458333333332,21.438555555555556,125.94458438287153,-56.12644918752136,-34.92943487238862,-107.19978832288052,5.36
3179,10.126625,56.53741666666666,70.0770847932726,0.6020834474490465,0.5090318868741465,70.0726494089097,2.24
3231,10.28,39.45866666666666,105.59662090813093,-68.04626585094452,-78.27996701249884,-19.814106476956997,5.3
3245,10.331583333333333,-46.085,75.8150113722517,40.267072323414816,51.458223364763555,-38.45165905416355,4.59
3277,10.442916666666664,-56.50144444444444,65.40222367560497,-1.6207141656288895,-2.6277541603483465,65.32931237492069,5.72
3300,10.516166666666663,50.51252777777777,340.13605442176873,-38.365644881522016,-73.8002193967959,329.8092485474265,4.8
3330,10.617916666666666,-65.46813888888887,40.6669377795852,7.259055921988878,18.298640408081,-35.584627224488905,5.38
3356,10.678708333333333,-38.463472222222215,132.45033112582783,28.562097868978263,87.10219752110339,95.60598290723773,6.05
3405,10.838499999999998,-57.463111111111104,73.69196757553426,9.132409893442311,57.66176156465584,44.9691719731699,4.36
3414,10.867041666666664,47.02463888888888,53.44735435595938,-0.6788352365673561,-5.252307508854689,-53.184322278332296,4.95
3419,10.896791666666664,-17.986694444444442,29.37720329024677,-2.2010516616423113,-22.209247822132884,19.103003845321105,2.04
3455,11.047541666666666,-10.609277777777775,64.35006435006434,3.0962855370811315,-59.52768455051177,-24.24455752916612,4.77
3456,11.049666666666663,-38.421972222222216,114.15525114155251,-4.082924035147865,75.40694518682743,85.60691392700089,5.9
3478,11.109291666666666,47.863972222222216,233.10023310023308,-17.836830844879334,156.17558295188846,-172.1242383467011,5.66
3504,11.18125,48.28438888888888,277.77777777777777,-47.02455895167621,250.34461584380225,-110.80053249231204,4.48
3559,11.369625,-12.880305555555552,31.857279388340235,-3.5945673040368527,9.157419023082692,30.300280737300106,6.15
3572,11.412958333333332,74.98813888888888,88.96797153024912,-14.37864520811588,32.425338473971465,81.59137175605474,5.64
3632,11.637416666666663,15.475611111111109,180.18018018018017,24.838651074722517,-33.23290134641466,-175.33828164622193,5.36
3675,11.755958333333332,11.973944444444443,80.32128514056225,-30.910215667269632,32.49661240972978,66.63360710577045,5.51
3685,11.806499999999998,19.57869444444444,106.95187165775403,51.65401270712525,-49.08191269919724,79.75921055362329,6.11
3693,11.834958333333333,24.267388888888885,55.61735261401557,-31.512869334160467,28.281668740143957,36.06072921326796,4.08
3697,11.848416666666663,6.740972222222221,139.66480446927372,46.48975229993423,-40.60667894237945,125.28391023512052,5.98
3721,11.94175,74.84758333333332,246.30541871921187,-104.54157938931877,75.36483246400468,209.89892685982355,5.42
3730,11.978041666666664,20.925305555555557,57.43825387708213,41.817892292521535,-27.89831152043004,-27.786707379037352,6.51
3760,12.07225,7.2999166666666655,202.8397565922921,151.86084906804768,-81.80634247064371,106.72381040015252,5.92
3781,12.146333333333333,-74.9233611111111,62.73525721455458,26.190221697891154,-11.697005129443935,55.793949996333794,5.09
3786,12.170416666666664,7.5851944444444435,93.54536950420955,83.20868525454924,-34.783896165788775,24.842129969390392,4.44
3801,12.208291666666666,50.96819444444444,119.47431302270013,72.31739498968865,-27.061979768729046,91.16992434541334,4.9
3810,12.244624999999996,16.941138888888887,23.923444976076556,-21.414528540639648,7.138058637547567,-7.924475111477419,5.07
3821,12.271249999999998,57.816555555555546,5.952735281862015,5.43608700242686,-1.652559445656168,1.7756865479422808,3.46
3881,12.453458333333332,41.07894444444444,208.33333333333334,-48.85206132961539,5.539559329888141,-202.44892482810553,4.53
3885,12.471291666666666,27.71030555555555,106.38297872340425,56.61493068026394,-5.399167348578363,-89.90515434654031,5.55
3909,12.532166666666663,-10.643777777777776,15.45833977430824,14.503108703127456,-0.4962571119482455,-5.326709622465784,5.17
3949,12.671374999999998,-50.98691666666666,76.5696784073507,-50.292839374040405,-5.30046386722604,57.49305211844567,5.24
4084,13.102124999999996,-69.50358333333332,61.23698714023271,-19.94857823689305,-11.842934434345253,56.67246001651405,6.67
4147,13.252041666666663,-1.144222222222222,159.23566878980893,-112.20311742725308,-91.79160101477028,65.8844491339877,4.78
4257,13.573249999999998,-8.740555555555554,116.27906976744185,-39.28398107741843,-62.116961647894584,-90.10590420346846,6.15
4267,13.646749999999995,19.188444444444443,112.61261261261261,17.63251137531994,33.024394966189064,106.20774171007834,5.8
4288,13.741749999999998,23.62844444444444,38.92565200467108,-14.96074761725764,-35.84259695756631,2.586630638288329,5.46
4292,13.750791666666665,58.972805555555546,124.68827930174565,30.892306921172914,75.93530733557411,-93.95031382688454,4.83
4293,13.75125,-69.52697222222221,64.43298969072166,-9.7105260154508,-23.900484197407284,59.043058018003954,5.45
4366,13.993833333333331,27.209361111111107,83.75209380234506,10.465316132852259,72.51299698107381,-40.58023710304129,6.08
4371,14.006291666666664,-11.2665,160.25641025641025,20.150919049521704,153.09031410012025,42.88838092603897,5.35
4422,14.16670833333333,59.181166666666655,63.131313131313135,-0.9088365223847206,30.755900832528347,-55.12541408315381,4.62
4427,14.177083333333332,60.71674999999999,187.9699248120301,6.417080173218272,-160.67763919593563,-97.33555351623302,2.15
4436,14.187916666666665,38.49925,41.78854993731718,-1.5208893380365214,29.942692248745196,29.110221269891316,3.86
4463,14.301791666666665,23.41775,74.40476190476191,12.067065410377719,-72.63706501585291,-10.691646850169223,4.4
4510,14.458958333333332,28.992222222222217,215.98272138228944,44.93277138183489,-134.77996684578162,-162.67741861947965,5.44
4577,14.65145833333333,-29.357472222222217,206.1855670103093,-89.60339134456865,158.58827692988837,-96.60993076968776,4.3
4587,14.682874999999996,-11.379944444444442,96.61835748792271,-46.48819204858338,76.55963907783185,36.2294999688125,5.62
4770,15.32595833333333,-38.91663888888888,192.67822736030828,167.7489402283024,-67.39135367025756,66.66031654202027,5.59
4829,15.507541666666665,-57.00241666666666,112.86681715575621,48.4835016973594,-9.849374813660786,101.44583921390308,6.12
4843,15.576416666666663,81.87558333333332,206.61157024793388,-39.522594006762276,5.22926103393056,202.72878520903876,6.9
4852,15.609916666666663,-31.55205555555555,69.49270326615705,9.385489926987011,-0.9231754901420981,68.84980851885487,5.5
4889,15.704541666666664,31.80433333333333,127.06480304955527,-48.12098460936948,0.16465146518996937,117.60020367389721,5.5
4903,15.726166666666664,41.34519444444444,105.3740779768177,50.92528037798471,0.927115589951716,-92.24669416608366,5.95
4906,15.736083333333331,7.890083333333332,58.343057176196034,-58.28199060933609,-1.639325501810413,-2.105826008304913,4.27
4914,15.76083333333333,-4.836361111111111,125.78616352201257,-124.64637985663386,-6.596209403064305,15.554065183518796,5.4
4979,15.953999999999995,1.3669444444444443,56.62514156285391,-53.78272641095122,-13.506160068842256,11.463360633462887,6.06
5074,16.21925,5.656305555555555,221.23893805309737,113.1860700912081,63.5029609699818,179.172975630298,6.03
5081,16.272291666666664,14.945999999999998,54.70459518599562,-31.90941316861284,-20.198522095976198,-39.577794163353445,5.64
5121,16.40375,-9.97925,94.5179584120983,-38.19571646585755,-31.897679693150824,-80.35713867631249,6.09
5131,16.420541666666665,21.47322222222222,73.1528895391368,-27.404251108471886,-23.677873819429195,-63.558717423341356,5.33
5132,16.423666666666666,21.465472222222218,68.16632583503748,-25.812739715348478,-22.44403879455119,-58.96283209637111,5.55
5141,16.45508333333333,4.908666666666666,45.72473708276177,32.90179841794563,30.474681767747448,8.917231257911922,6.35
5144,16.464333333333332,4.909416666666666,44.07227853680035,31.434997799544107,29.660998915525433,8.627386168543111,7.42
