HIP,RAJ2000,DEJ2000,distance,x,y,z,Vmag_viz
5164,16.521375,-9.83936111111111,182.4817518248175,-50.499780485126905,-53.411467050096185,-167.0226844101267,5.58
5165,16.521291666666663,-46.71849999999999,60.75334143377885,16.462338271543704,17.40860784079211,-55.829206398157666,3.32
5175,16.546666666666663,32.18155555555555,178.57142857142858,-82.71681751001573,-92.041166179041,128.74046345829944,6.28
5204,16.64008333333333,12.95597222222222,112.23344556677891,-25.412260351693035,-34.22580579274706,103.82272172046953,6.14
5268,16.827374999999996,-61.77524999999999,85.6164383561644,-32.5175703801461,-67.07919284956103,42.108954154888984,5.36
5296,16.942166666666665,-9.785583333333332,47.68717215069147,-5.5601152955121105,-15.890216942807061,-44.616729050220876,5.71
5300,16.949291666666664,-41.48694444444444,60.679611650485434,-11.822326538706584,-34.57523458475214,-48.443792364711506,5.21
5310,16.98795833333333,20.73933333333333,49.431537320810676,-13.45805618075031,-44.96726792225723,-15.50169091881279,5.56
5315,16.99825,1.9940833333333328,46.44681839294008,-11.72373496712045,-40.692416440599885,-19.0784753445413,6.44
5317,17.002999999999997,43.94225,60.20469596628537,0.6562938045610057,2.3193146209587314,60.15642504773667,5.04
5319,17.005,32.01219444444444,41.89359028068705,-6.360240379288714,-22.649627575194085,34.66431334425578,6.23
5336,17.05383333333333,54.92422222222221,7.55287009063444,1.6821267776770807,7.352024349410495,-0.4050112041625571,5.17
5346,17.093083333333333,5.650222222222221,35.91954022988506,3.922566688659732,20.88250270669151,28.96114503268767,5.51
5348,17.096083333333333,-55.24583333333332,85.76329331046313,-15.023918947285495,-81.32653202989182,22.70725714199994,3.94
5364,17.146916666666666,-10.181916666666666,36.062026685899745,-3.2561662767111503,-24.55404769423423,-26.21003417972256,3.46
5372,17.183999999999997,86.2571111111111,95.87727708533077,8.987088517987296,94.55689346306715,-13.06439435570296,4.24
5434,17.3755,47.241833333333325,225.73363431151242,-2.5656258539303867,26.437941861902544,-224.1653997689383,4.26
5447,17.432499999999997,35.62083333333333,61.12469437652812,-8.180681724271517,52.791110766908666,-29.705274500433724,2.07
5454,17.455,19.658388888888886,123.60939431396787,15.679569005737687,-88.04389927957435,85.33290852952611,5.57
5485,17.549833333333332,-8.906027777777776,111.85682326621924,-14.849791940236615,53.43295866775761,-97.14088489689394,6.4
5493,17.578541666666663,42.08158333333333,52.68703898840885,-14.719997682577807,47.622508849620736,-17.068754976822802,5.67
5510,17.639833333333332,2.445722222222222,275.4820936639118,62.38864545781065,-165.2113855719449,-211.4314047741963,5.97
5518,17.663624999999996,68.77869444444444,97.46588693957115,-12.076769245477934,29.81437351230335,92.00464060892585,5.32
5542,17.77470833333333,55.14994444444444,42.14075010535187,-19.757213334101085,36.51617606272425,7.215554481026133,4.34
5544,17.778208333333332,31.424777777777773,171.82130584192439,0.7283803053365593,-1.3350398921616495,171.81457526019514,5.15
5550,17.792875,37.72413888888888,280.8988764044944,3.456779612784638,-6.120639499200332,280.8109100660743,5.8
5571,17.863291666666665,21.034666666666663,134.77088948787062,60.77106057548054,-91.84563126909764,-77.68172801028608,4.66
5586,17.91495833333333,30.089722222222218,49.72650422675286,-28.66525273303297,38.807520880860444,12.04179519200508,4.51
5589,17.922375,65.01888888888888,111.23470522803115,54.472661391712286,-72.61292328930284,-64.29037392528261,5.57
5594,17.931416666666664,-2.2510277777777774,135.13513513513513,-63.80150569208018,83.46552223164822,-84.99634826281026,5.93
5646,18.128125,2.471833333333333,52.16484089723526,24.315741471250515,-21.38819277657836,-40.89572779996827,6.55
5737,18.4325,7.575499999999999,45.26935264825713,39.79455152171601,-17.630815494102503,12.44436834036467,5.21
5742,18.43725,24.583777777777776,115.74074074074073,-55.33284097610042,24.201227872967742,98.73447394993114,4.67
5743,18.43820833333333,7.578388888888888,59.916117435590174,52.84569945762782,-23.053106599868542,16.304215819370306,6.44
5778,18.531875,16.133555555555553,153.37423312883436,-60.15364338148477,19.779577843956503,-139.69238660752436,5.97
5799,18.599875,-7.923499999999999,24.3842965130456,-23.571099349686286,6.010679048148892,-1.6937913872406585,5.14
5824,18.676666666666662,6.995194444444444,141.44271570014143,91.03476266292846,-15.897646052575011,107.07931014683635,6.04
5833,18.704916666666666,-0.9743055555555554,43.87889425186486,-35.92247341023502,5.232338515448642,24.648649020119734,5.7
5862,18.794041666666665,-45.532083333333325,15.053439710973956,-15.026932327252595,0.8350669729722988,0.3162516636312214,4.97
5896,18.93958333333333,-68.87624999999998,20.43318348998774,4.8133979120610775,0.43451228867529906,19.85339737039139,4.25
5951,19.15145833333333,-2.500222222222222,78.49293563579278,-44.837895350609,-13.96350395356672,-62.894551771924334,5.42
5985,19.24525,-2.278805555555555,29.69121140142518,-20.81231243482502,-8.693860429302172,-19.30887040805759,6.52
6061,19.449916666666663,3.614527777777777,67.43088334457181,-25.343799866093658,-17.352051473852732,-60.02934404626964,5.13
6193,19.86658333333333,27.26408333333333,95.32888465204957,42.46101569236143,68.67348723388446,-50.6814615664773,4.74
6226,19.95120833333333,-0.5089999999999999,120.91898428053204,-26.641039375523093,-52.55789560028384,105.5903565222556,5.87
6242,20.0205,58.2316111111111,714.2857142857143,276.3120156412346,653.8086834972245,-79.93720678480956,4.95
6312,20.271625,64.65819444444443,73.1528895391368,10.487748323325134,69.99595044156776,-18.491060132218752,6.33
6315,20.280625,28.738388888888885,105.3740779768177,-6.568549532749351,-46.70346260695208,-94.23023425112189,5.23
6411,20.58495833333333,45.52875,59.95203836930455,-9.821055302068732,59.12414252960159,1.4592969292192728,4.87
6429,20.64508333333333,-0.4496388888888888,166.94490818030047,16.169797552260732,-70.73637862543126,150.35127120648994,6.5
6514,20.919,37.715,64.80881399870383,-0.49241781782715033,0.9042689558384202,64.80063421191788,5.6
6537,21.006041666666665,-8.182749999999999,35.1123595505618,18.36965776416581,-27.693068107699222,-11.33699455842171,3.6
6539,21.010125,-8.007249999999999,67.43088334457181,37.06354572439476,-55.3826571392118,-10.294605148594227,6.21
6670,21.405041666666666,-14.598749999999995,88.41732979664013,65.95183082278636,-43.78752390829563,-39.37807726985706,4.9
6686,21.4525,60.23541666666666,30.47851264858275,13.56678401907063,-8.107430027400813,-26.060538808714377,2.66
6692,21.482916666666664,68.12994444444443,59.206631142687975,43.10225583872648,-24.009668129729636,32.72852806313666,4.72
6706,21.563666666666663,19.17233333333333,26.075619295958276,-7.526925560061428,3.4290926813464915,24.729024175324458,5.35
6732,21.673541666666665,19.240555555555552,94.0733772342427,-34.059419028103356,11.196543768906855,86.97352290987848,5.5
6748,21.71483333333333,-13.056527777777776,36.29764065335753,16.43946070551611,-4.661722891358419,32.023915881669595,5.51
6759,21.74208333333333,-32.54311111111111,473.93364928909955,414.8518217112163,-105.51609002113678,203.41441615092035,6.57
6813,21.912875,45.40694444444444,28.30455703368242,-27.917069202406974,2.1896424403018484,4.121973071798261,4.83
6815,21.91583333333333,5.35261111111111,71.22507122507123,56.95795125787869,-4.297931454151544,42.54797697584458,7.21
6867,22.091416666666664,-43.317722222222216,71.73601147776183,-44.01915339161451,-4.428567607344912,56.469082393556434,3.41
6960,22.400416666666665,-21.62933333333333,67.93478260869566,22.061057188542737,9.569233111543015,-63.53640075949796,5.11
6981,22.470125,18.355666666666664,116.14401858304298,48.862634655352345,25.374881001595256,102.26432125287232,6.01
6999,22.525416666666665,47.00738888888888,88.80994671403198,-8.884447087243167,-5.256614103741847,-88.207943199394,5.27
7007,22.54558333333333,6.143944444444443,110.49723756906076,13.0386919482392,8.073866605345511,109.4278058845715,4.84
7078,22.80633333333333,70.26477777777777,29.248318221702252,-18.304772837323192,-19.429067991283624,11.954527475481136,5.82
7083,22.812416666666664,-49.07308333333333,45.146726862302486,-28.582275498732855,-30.70999770184744,16.678624489040004,3.93
7097,22.870791666666666,15.345833333333331,90.17132551848513,-20.362394560957206,-24.613763879113108,-84.32320831898994,3.62
7294,23.483041666666665,59.23208333333333,62.65664160401002,-2.1844485838673156,-27.62768140837168,-56.194253633937635,4.68
7345,23.657166666666665,-15.67636111111111,61.27450980392157,-0.1840788964317741,1.9273135844971927,-61.24391503666124,5.62
7364,23.715166666666665,12.558611111111109,83.33333333333333,-0.09868885901971079,0.6390433147339445,83.33082460047689,7.05
7436,23.9435,14.661444444444442,704.2253521126761,227.00732562406588,-565.7968385724542,-352.52653535960684,6.23
7450,23.995666666666665,-15.40022222222222,168.35016835016836,-21.430429767895838,46.27270109124963,-160.44112003228219,5.41
7463,24.035125,-29.90744444444444,61.996280223186616,28.198063107762604,-55.077242120800896,3.8607510731971675,5.69
7513,24.199916666666663,41.40638888888888,13.468013468013469,-4.2992642858377295,5.798877152995876,-11.369992838149672,4.1
7535,24.27483333333333,12.1415,33.80662609871535,-9.113913835280846,10.541635484955549,30.800949077646035,5.54
7588,24.428125,-57.23666666666666,44.091710758377424,-21.33049213186721,18.135407317660437,34.061650935257305,0.45
7607,24.497916666666665,48.6285,53.3049040511727,-42.82584305007747,31.542527223967525,-3.525470079312292,3.59
7650,24.62891666666666,73.04008333333333,136.986301369863,-84.66265275005185,46.672734123755106,-97.05224305358604,5.28
7710,24.814125,14.285638888888888,136.0544217687075,127.78527744642435,-42.15053251780507,-20.126131253252755,6.74
7719,24.83758333333333,44.38613888888888,74.29420505200594,27.93173280146239,-8.492327805779347,68.31784229215968,5.01
7740,24.919875,16.405888888888885,139.2757660167131,-87.48261754307171,18.908556373787967,-106.70987359759236,5.98
7751,24.94683333333333,-56.19644444444444,8.146639511201629,2.762044683657016,-0.5194845130933529,7.646501182345406,5.76
7818,25.145,40.57711111111111,208.76826722338205,54.39079732330339,0.6667977461079653,-201.55740112125523,4.96
7879,25.33870833333333,-79.14824999999999,121.06537530266344,67.73628784118243,14.152138142687463,-99.33950569970399,6.33
7884,25.35795833333333,5.48761111111111,112.86681715575621,-78.58095626013396,-18.003200321061698,78.99263577266896,4.45
7955,25.536041666666662,-32.32686111111111,66.57789613848202,-48.38147040878193,-20.643844805238796,40.81275838469966,5.25
7965,25.585166666666662,68.04305555555554,136.23978201634878,-107.60212096870359,-52.30000824468347,65.17492542768846,5.57
7978,25.62145833333333,-53.740583333333326,17.352073572791948,5.015406119181336,2.6668990198081763,-16.395969271543823,5.52
7981,25.624791666666663,20.270138888888887,7.467702188036741,6.50766263665479,3.488268742483368,1.1175348571339736,5.24
8016,25.73220833333333,70.62255555555555,86.05851979345957,70.91083622902842,48.45725888684281,5.442076397357538,5.18
8046,25.832249999999995,60.55136111111111,280.1120448179272,-162.58231189084734,-136.80472325468216,-182.52182666058746,5.78
8068,25.915083333333328,50.68877777777777,219.78021978021977,64.03132611805644,63.64115031050528,200.38247994612823,4.01
8102,26.021374999999995,-15.939555555555554,3.6473720684246995,0.5278147533378308,0.6498226069574102,-3.549995094527691,3.49
8159,26.23270833333333,20.083416666666665,32.5626831650928,13.940705598732402,27.38790724686848,10.765110262167235,6.27
8198,26.348291666666665,9.157638888888888,79.1765637371338,7.269624203665428,19.59547529452983,-76.36817502821032,4.26
